weight,mean_log_loss
0.0,0.9863352917230931
0.1,0.9824997836143152
0.2,0.9795380608643259
0.3,0.9773449572879406
0.4,0.9758589834625011
0.5,0.9750437056135337
0.6,0.9748811156676397
0.7,0.9753705489902883
0.8,0.9765341223448277
0.9,0.9784442682721952
1.0,0.9815748936172137
