C,mean_log_loss,n_folds
0.003,0.9788843401672741,9
0.001,0.979159876249294,9
0.01,0.9820875343187693,9
0.0003,0.9872760058426225,9
0.1,0.9888728761295498,9
1.0,0.9915702053962571,9
0.0001,1.0063016880123568,9
3e-05,1.0340164700528858,9
