C,mean_log_loss,n_folds
0.001,0.9815748936172137,9
0.003,0.9839880459137069,9
0.0003,0.9860525466356211,9
0.01,0.9901545885204279,9
0.1,1.000654744966539,9
0.0001,1.001377495728026,9
1.0,1.0044456731297426,9
3e-05,1.0282633277920605,9
